ID,Nuser ID,Source Text,Target Text,Source Context,Target Context,Source Lang,Target Lang,Last Edit,Creation Date,Removed,Target Text Edited,Document Title,Document,Source Segment,Source,Comment,Domain,History ID,Wordcount,Favtype,Source Pos,Target Pos,Register,Language Level
120710599,"11,744,472",dread,great fear about something that might happen,The dread of failing the exam kept him awake at night.,,en,en,"July 8, 2026, 9:24 PM","July 7, 2026, 3:35 PM",false,,,,,1,,,,1,def,n.,,,
120710866,"11,744,472",reminiscence,act of recalling past experiences,The reunion was filled with laughter and reminiscence.,,en,en,"July 8, 2026, 9:24 PM","July 7, 2026, 3:36 PM",false,,,,,1,,,,1,def,n.,,,
120752002,"11,744,472",intervene,get involved to change or prevent an outcome,The teacher had to intervene in the argument.,,en,en,"July 8, 2026, 9:24 PM","July 7, 2026, 8:38 PM",false,,,,,1,,,,1,def,v.,,,
120600813,"11,744,472",indignant,feeling or showing anger because of something unjust or unworthy,She was indignant at the unfair treatment she received.,,en,en,"July 7, 2026, 1:12 AM","July 6, 2026, 7:51 PM",false,,,,,1,,,,1,def,adj.,,,
120600834,"11,744,472",indignity,action that offends someone's pride,The indignity of his remarks was unbearable.,,en,en,"July 7, 2026, 1:12 AM","July 6, 2026, 7:52 PM",false,,,,,1,,,,1,def,n.,,,
120485530,"11,744,472",detain,keep someone in custody for legal reasons,The police detain suspects for questioning.,,en,en,"July 6, 2026, 12:25 AM","July 6, 2026, 12:25 AM",false,,,,,1,,,,1,def,v.,,,
120425440,"11,744,472",demote,reassign to a less important position,She was demoted to a desk job.,,en,en,"July 5, 2026, 11:50 PM","July 5, 2026, 3:55 PM",false,,,,,1,,,,1,def,v.,,,
120482067,"11,744,472",straightforward,easy to understand or do,The instructions were straightforward and easy to follow.,,en,en,"July 5, 2026, 11:50 PM","July 5, 2026, 11:43 PM",false,,,,,1,,,,1,def,adj.,,,
120482077,"11,744,472",thumbnail,small image representing a larger one,Click the thumbnail to view the full picture.,,en,en,"July 5, 2026, 11:50 PM","July 5, 2026, 11:43 PM",false,,,,,1,,,,1,def,n.,,,
80081510,"11,744,472",derive,originate from a particular source,The word 'coffee' derives from the Arabic word 'qahwa'.,,en,en,"July 5, 2026, 3:07 PM","February 8, 2025, 10:58 PM",false,,,,,1,,,,1,def,v.,,,
120418080,"11,744,472",opaque,difficult to understand or explain,The professor's lecture was opaque to most students.,,en,en,"July 5, 2026, 3:07 PM","July 5, 2026, 3:07 PM",false,,,,,1,,,,1,def,adj.,,,
120411302,"11,744,472",superficially,"in a shallow or surface-level way, not deeply or thoroughly",He only read the book superficially.,,en,en,"July 5, 2026, 2:12 PM","July 5, 2026, 2:12 PM",false,,,,,1,,,,1,def,adv.,,,
120411298,"11,744,472",gloss over,deal with unpleasant facts superficially,He glossed over the negative feedback in his presentation.,,en,en,"July 5, 2026, 2:12 PM","July 5, 2026, 2:12 PM",false,,,,,1,,,,2,def,v.,,,
120409865,"11,744,472",traverse,move across or through an area or obstacle,They traversed the desert on camels.,,en,en,"July 5, 2026, 1:58 PM","July 5, 2026, 1:58 PM",false,,,,,1,,,,1,def,v.,,,
120406505,"11,744,472",jittery,feeling nervous and anxious,She felt jittery before the big presentation.,,en,en,"July 5, 2026, 1:43 PM","July 5, 2026, 1:43 PM",false,,,,,1,,,,1,def,adj.,,,
120406495,"11,744,472",twitchy,"prone to sudden, small, involuntary movements",His eyelid was twitchy after the long night.,,en,en,"July 5, 2026, 1:43 PM","July 5, 2026, 1:43 PM",false,,,,,1,,,,1,def,adj.,,,
120400357,"11,744,472",collateral,accompanying or occurring as a consequence,The collateral damage was unavoidable during the operation.,,en,en,"July 5, 2026, 1:33 PM","July 5, 2026, 12:44 PM",false,,,,,1,,,,1,def,adj.,,,
120392475,"11,744,472",hyphen,punctuation mark used to join words or parts of words,An example of a hyphen is in 'mother-in-law'.,,en,en,"July 5, 2026, 11:45 AM","July 5, 2026, 11:45 AM",false,,,,,4,,,,1,def,n.,,,
120006131,"11,744,472",adherence,sticking to a rule or agreement,His adherence to the rules was commendable.,,en,en,"July 4, 2026, 6:02 PM","July 2, 2026, 2:37 PM",false,,,,,1,,,,1,def,n.,,,
120017359,"11,744,472",intact,"not damaged, changed, or harmed in any way",The package arrived intact after the long journey.,,en,en,"July 4, 2026, 6:02 PM","July 2, 2026, 4:16 PM",false,,,,,1,,,,1,def,adj.,,,
120297159,"11,744,472",benign,not harmful in effect,"The tumor was found to be benign, which was a relief.",,en,en,"July 4, 2026, 6:02 PM","July 4, 2026, 4:16 PM",false,,,,,1,,,,1,def,adj.,,,
119914006,"11,744,472",sear,burn or scorch the surface of something with a sudden intense heat,The chef seared the steak to lock in the juices.,,en,en,"July 1, 2026, 9:26 PM","July 1, 2026, 9:08 PM",false,,,,,1,,,,1,def,v.,,,
119914026,"11,744,472",searing,extremely hot or intense,The searing heat of the desert was unbearable.,,en,en,"July 1, 2026, 9:26 PM","July 1, 2026, 9:09 PM",false,,,,,1,,,,1,def,adj.,,,
119896381,"11,744,472",inception,beginning or start of something,The inception of the company was in 1999.,,en,en,"July 1, 2026, 7:03 PM","July 1, 2026, 7:03 PM",false,,,,,1,,,,1,def,n.,,,
119503036,"11,744,472",beckon,gesture to make someone come closer,She beckoned him to join her at the table.,,en,en,"June 29, 2026, 12:47 AM","June 29, 2026, 12:47 AM",false,,,,,1,,,,1,def,v.,,,
119502779,"11,744,472",riddle,puzzle or question designed to test ingenuity,She enjoyed solving the riddle presented in the game.,,en,en,"June 29, 2026, 12:47 AM","June 29, 2026, 12:47 AM",false,,,,,1,,,,1,def,n.,,,
119491561,"11,744,472",condemn,declare someone guilty in a court of law,The jury condemned the defendant for his crimes.,,en,en,"June 28, 2026, 11:03 PM","June 28, 2026, 11:03 PM",false,,,,,1,,,,1,def,v.,,,
119423099,"11,744,472",slather,spread a substance thickly on a surface,She slathered butter on her toast.,,en,en,"June 28, 2026, 12:18 PM","June 28, 2026, 12:18 PM",false,,,,,1,,,,1,def,v.,,,
119422966,"11,744,472",dangle,hang loosely and swing freely,The keys dangle from the hook.,,en,en,"June 28, 2026, 12:16 PM","June 28, 2026, 12:16 PM",false,,,,,1,,,,1,def,v.,,,
119375730,"11,744,472",corpus,large collection of texts for language research,Researchers analyzed the corpus to study language patterns.,,en,en,"June 27, 2026, 10:53 PM","June 27, 2026, 10:53 PM",false,,,,,1,,,,1,def,n.,,,
119368619,"11,744,472",frivolous,silly or light-hearted in behavior,His frivolous attitude annoyed his serious colleagues.,,en,en,"June 27, 2026, 9:45 PM","June 27, 2026, 9:45 PM",false,,,,,1,,,,1,def,adj.,,,
119365637,"11,744,472",keep out,refrain from entering a place or condition,Please keep out of the restricted area.,,en,en,"June 27, 2026, 9:28 PM","June 27, 2026, 9:28 PM",false,,,,,1,,,,2,def,v.,,,
119321800,"11,744,472",accrue,increase naturally over time,Interest will accrue on the savings account.,,en,en,"June 27, 2026, 2:36 PM","June 27, 2026, 2:36 PM",false,,,,,1,,,,1,def,v.,,,
119311446,"11,744,472",ingest,absorb information mentally,He can ingest complex theories easily.,,en,en,"June 27, 2026, 1:06 PM","June 27, 2026, 1:06 PM",false,,,,,1,,,,1,def,v.,,,
119308233,"11,744,472",reconciliation,process of making consistent or compatible,Reconciliation of the two differing accounts took hours.,,en,en,"June 27, 2026, 12:33 PM","June 27, 2026, 12:33 PM",false,,,,,1,,,,1,def,n.,,,
119265760,"11,744,472",mutter,speak in a low tone that is barely audible,She continued to mutter to herself while working.,,en,en,"June 27, 2026, 1:34 AM","June 27, 2026, 1:34 AM",false,,,,,1,,,,1,def,v.,,,
119133526,"11,744,472",condescending,acting as if better or smarter than others,She gave me a condescending look.,,en,en,"June 26, 2026, 1:26 AM","June 26, 2026, 1:26 AM",false,,,,,1,,,,1,def,adj.,,,
119053627,"11,744,472",akin,similar in nature or having shared qualities,Their ideas are akin in many ways.,,en,en,"June 25, 2026, 1:30 PM","June 25, 2026, 1:30 PM",false,,,,,1,,,,1,def,adj.,,,
118921127,"11,744,472",stutter,speak with repeated sounds or pauses,He tends to stutter when nervous.,,en,en,"June 24, 2026, 3:03 PM","June 24, 2026, 3:03 PM",false,,,,,1,,,,1,def,v.,,,
118848009,"11,744,472",motto,short phrase expressing a guiding principle,"Her motto, 'live and let live,' truly defines her approach to life.",,en,en,"June 24, 2026, 12:38 AM","June 24, 2026, 12:38 AM",false,,,,,1,,,,1,def,n.,,,
118845755,"11,744,472",endure,last or continue to exist,The tradition has endured for centuries.,,en,en,"June 24, 2026, 12:13 AM","June 24, 2026, 12:13 AM",false,,,,,1,,,,1,def,v.,,,
118834895,"11,744,472",char,burn something until it becomes charcoal,The fire charred the logs completely.,,en,en,"June 23, 2026, 10:45 PM","June 23, 2026, 10:45 PM",false,,,,,1,,,,1,def,v.,,,
118826842,"11,744,472",salient,standing out as important or noticeable,The salient features of the plan were highlighted.,,en,en,"June 23, 2026, 9:27 PM","June 23, 2026, 9:27 PM",false,,,,,1,,,,1,def,adj.,,,
118691101,"11,744,472",contentious,causing disagreement or arguments among people,The new policy is highly contentious among employees.,,en,en,"June 22, 2026, 11:44 PM","June 22, 2026, 11:44 PM",false,,,,,1,,,,1,def,adj.,,,
118541352,"11,744,472",edible,suitable for consumption without disgust,The dish was edible but not very tasty.,,en,en,"June 22, 2026, 1:44 AM","June 22, 2026, 1:44 AM",false,,,,,1,,,,1,def,adj.,,,
118539573,"11,744,472",demise,death of a person or animal,The sudden demise of the king shocked everyone.,,en,en,"June 22, 2026, 1:36 AM","June 22, 2026, 1:36 AM",false,,,,,1,,,,1,def,n.,,,
118515323,"11,744,472",respite,short period of rest or relief from something difficult,The weekend provided a much-needed respite from work.,,en,en,"June 21, 2026, 9:22 PM","June 21, 2026, 9:22 PM",false,,,,,1,,,,1,def,n.,,,
118280398,"11,744,472",crane,large bird with long legs and neck,The crane flew gracefully over the marsh.,,en,en,"June 21, 2026, 8:56 PM","June 19, 2026, 10:46 PM",false,,,,,1,,,,1,def,n.,,,
118328664,"11,744,472",abduct,take someone away by force or deception,The criminals planned to abduct the wealthy businessman.,,en,en,"June 21, 2026, 8:56 PM","June 20, 2026, 11:36 AM",false,,,,,1,,,,1,def,v.,,,
118334409,"11,744,472",fierce,exceedingly violent or savage in nature,The fierce storm destroyed many homes.,,en,en,"June 21, 2026, 8:56 PM","June 20, 2026, 12:48 PM",false,,,,,1,,,,1,def,adj.,,,
118350361,"11,744,472",equilibrium,condition in physics with no net force,The object remained in equilibrium on the inclined plane.,,en,en,"June 21, 2026, 8:56 PM","June 20, 2026, 3:12 PM",false,,,,,1,,,,1,def,n.,,,
118444770,"11,744,472",exemption,state of being free from a duty,He enjoyed exemption from military service.,,en,en,"June 21, 2026, 8:56 PM","June 21, 2026, 11:39 AM",false,,,,,1,,,,1,def,n.,,,
118446301,"11,744,472",defy,refuse to obey authority or rules,The protesters defied the curfew.,,en,en,"June 21, 2026, 8:56 PM","June 21, 2026, 11:50 AM",false,,,,,1,,,,1,def,v.,,,
118446313,"11,744,472",defy,brave a hazard or opposition,They defied the storm to reach safety.,,en,en,"June 21, 2026, 8:56 PM","June 21, 2026, 11:50 AM",false,,,,,1,,,,1,def,v.,,,
118446338,"11,744,472",rigid,unwilling to change behavior or thinking,He remained rigid in his opinions despite the evidence.,,en,en,"June 21, 2026, 8:56 PM","June 21, 2026, 11:51 AM",false,,,,,1,,,,1,def,adj.,,,
118458873,"11,744,472",sewage,waste water and solids carried in sewers,The city is upgrading its sewage system to prevent leaks.,,en,en,"June 21, 2026, 4:32 PM","June 21, 2026, 1:48 PM",false,,,,,1,,,,1,def,n.,,,
117890751,"11,744,472",jinx,cause bad luck to someone or something,He didn't want to jinx the team's chances.,,en,en,"June 16, 2026, 10:47 PM","June 16, 2026, 10:47 PM",false,,,,,1,,,,1,def,v.,,,
117729447,"11,744,472",purge,clean thoroughly by removing impurities,They purged the system of old files.,,en,en,"June 15, 2026, 8:35 PM","June 15, 2026, 8:35 PM",false,,,,,1,,,,1,def,v.,,,
117530402,"11,744,472",epiphany,sudden realization or insight,She had an epiphany about her career path.,,en,en,"June 14, 2026, 1:44 PM","June 14, 2026, 1:44 PM",false,,,,,1,,,,1,def,n.,,,
117474373,"11,744,472",projectile,object propelled through space by force,The wind turned the debris into a projectile.,,en,en,"June 13, 2026, 11:07 PM","June 13, 2026, 11:07 PM",false,,,,,1,,,,1,def,n.,,,
117474365,"11,744,472",negate,make something ineffective or invalid,The new evidence negated the previous findings.,,en,en,"June 13, 2026, 11:07 PM","June 13, 2026, 11:07 PM",false,,,,,1,,,,1,def,v.,,,
116574459,"11,744,472",erode,destroy gradually by an ongoing process,His confidence eroded after repeated failures.,,en,en,"June 10, 2026, 1:21 PM","June 7, 2026, 3:34 PM",false,,,,,1,,,,1,def,v.,,,
116591439,"11,744,472",bleak,not hopeful or encouraging,The future seemed bleak with no improvement in sight.,,en,en,"June 10, 2026, 1:21 PM","June 7, 2026, 6:33 PM",false,,,,,1,,,,1,def,adj.,,,
116624879,"11,744,472",futile,not able to achieve any useful or successful result,All their efforts were futile.,,en,en,"June 10, 2026, 1:21 PM","June 7, 2026, 10:12 PM",false,,,,,1,,,,1,def,adj.,,,
116625590,"11,744,472",superfluous,"unnecessary, especially through being excessive",He trimmed the superfluous fat off the budget.,,en,en,"June 10, 2026, 1:21 PM","June 7, 2026, 10:18 PM",false,,,,,1,,,,1,def,adj.,,,
116283501,"11,744,472",guile,cleverness used to trick or deceive others,She used her guile to win the game.,,en,en,"June 10, 2026, 1:21 PM","June 5, 2026, 10:10 AM",false,,,,,1,,,,1,def,n.,,,
116851444,"11,744,472",impede,hinder progress or movement,The heavy traffic impeded our journey.,,en,en,"June 10, 2026, 1:21 PM","June 9, 2026, 11:30 AM",false,,,,,1,,,,1,def,v.,,,
116283513,"11,744,472",scarcity,limited availability of resources,Scarcity of food led to higher prices.,,en,en,"June 10, 2026, 1:21 PM","June 5, 2026, 10:10 AM",false,,,,,1,,,,1,def,n.,,,
116304145,"11,744,472",gateway,device or software connecting different networks,A gateway is essential for data to flow between the internet and a local network.,,en,en,"June 10, 2026, 1:21 PM","June 5, 2026, 1:20 PM",false,,,,,1,,,,1,def,n.,,,
116306180,"11,744,472",perceive,form an opinion based on observation,They perceived him as a strong leader.,,en,en,"June 10, 2026, 1:21 PM","June 5, 2026, 1:42 PM",false,,,,,1,,,,1,def,v.,,,
116994340,"11,744,472",concurrently,happening at the same time as something else,The two meetings were held concurrently.,,en,en,"June 10, 2026, 1:21 PM","June 10, 2026, 12:20 PM",false,,,,,1,,,,1,def,adv.,,,
116309158,"11,744,472",frame,express something in a specific way,He framed his argument carefully.,,en,en,"June 10, 2026, 1:21 PM","June 5, 2026, 2:03 PM",false,,,,,1,,,,1,def,v.,,,
116316301,"11,744,472",intercept,gain possession of the ball in sports,The defender intercepted the ball and passed it to a teammate.,,en,en,"June 10, 2026, 1:21 PM","June 5, 2026, 3:01 PM",false,,,,,1,,,,1,def,v.,,,
116366234,"11,744,472",voice-over,narration in film or broadcast without speaker's image,The documentary used a voice-over to explain the historical events.,,en,en,"June 10, 2026, 1:21 PM","June 5, 2026, 10:48 PM",false,,,,,1,,,,1,def,n.,,,
116545293,"11,744,472",tinker,play or experiment with something,She tinkered with the idea of starting her own business.,,en,en,"June 10, 2026, 1:21 PM","June 7, 2026, 11:20 AM",false,,,,,1,,,,1,def,v.,,,
116546094,"11,744,472",clunky,heavy and awkward in design or appearance,The clunky furniture was difficult to move.,,en,en,"June 10, 2026, 1:21 PM","June 7, 2026, 11:28 AM",false,,,,,1,,,,1,def,adj.,,,
116940585,"11,744,472",chunk,thick solid piece of something,He cut a large chunk of cheese for the platter.,,en,en,"June 9, 2026, 11:43 PM","June 9, 2026, 11:43 PM",true,,,,,1,,,,1,def,n.,,,
116630424,"11,744,472",lurk,exist subtly without being obvious,A sense of unease lurked beneath the surface of the conversation.,,en,en,"June 9, 2026, 6:16 PM","June 7, 2026, 10:50 PM",false,,,,,1,,,,1,def,v.,,,
116414561,"11,744,472",concatenation,the act of linking things together,Concatenation of ideas is crucial in this theory.,,en,en,"June 6, 2026, 6:52 PM","June 6, 2026, 11:50 AM",false,,,,,1,,,,1,def,n.,,,
116237176,"11,744,472",daemon,background process running without user interaction,The server's daemon handles all incoming requests.,,en,en,"June 4, 2026, 10:35 PM","June 4, 2026, 10:35 PM",false,,,,,1,,,,1,def,n.,,,
116233547,"11,744,472",circumvent,find a way around an obstacle,She managed to circumvent the roadblock by taking a detour.,,en,en,"June 4, 2026, 10:03 PM","June 4, 2026, 10:03 PM",false,,,,,1,,,,1,def,v.,,,
96160983,"11,744,472",yielding,"producing a result, profit, or amount",The yielding investment finally paid off after several years.,,en,en,"June 4, 2026, 9:36 PM","October 25, 2025, 1:59 AM",false,,,,,1,,,,1,def,adj.,,,
96529770,"11,744,472",salvage,rescue goods or property from danger,They managed to salvage the paintings from the fire.,,en,en,"June 4, 2026, 9:36 PM","October 30, 2025, 9:13 PM",false,,,,,1,,,,1,def,v.,,,
